Age,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,Attrition
42,Travel_Rarely,Sales,14,Medical,3,Female,Sales Executive,3,Single,6244,7,No,3,10,6,3,4,No
33,Travel_Rarely,Research & Development,1,Other,3,Male,Research Scientist,1,Single,2799,3,Yes,3,6,1,3,2,No
58,Travel_Rarely,Research & Development,5,Technical Degree,3,Female,Healthcare Representative,2,Divorced,10552,2,Yes,3,24,3,3,0,No
31,Travel_Rarely,Sales,7,Life Sciences,2,Male,Sales Representative,3,Married,2329,3,No,3,13,2,4,7,No
35,Travel_Rarely,Research & Development,21,Life Sciences,4,Female,Healthcare Representative,4,Married,4014,1,Yes,4,10,2,1,6,No
49,Travel_Rarely,Research & Development,8,Other,1,Female,Laboratory Technician,2,Married,7403,4,No,3,29,3,2,9,No
48,Travel_Rarely,Research & Development,20,Medical,4,Male,Research Scientist,3,Married,2259,4,No,3,13,2,2,0,No
31,Non-Travel,Sales,20,Marketing,4,Female,Sales Executive,3,Married,6932,1,No,3,9,2,2,8,No
36,Travel_Rarely,Research & Development,7,Other,2,Male,Research Scientist,4,Single,4678,2,No,3,8,6,3,2,No
38,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,Research Director,1,Married,13582,1,No,3,15,3,3,12,No
32,Non-Travel,Research & Development,1,Life Sciences,3,Female,Laboratory Technician,2,Married,2332,6,No,4,5,3,3,0,No
25,Travel_Rarely,Sales,19,Marketing,3,Male,Sales Representative,2,Married,2413,1,Yes,3,1,2,3,0,Yes
40,Travel_Rarely,Sales,10,Marketing,1,Male,Sales Executive,2,Divorced,9705,2,No,3,11,2,2,0,No
26,Travel_Frequently,Sales,1,Medical,3,Male,Sales Executive,1,Single,4294,1,No,3,7,2,3,7,No
41,Travel_Rarely,Research & Development,6,Medical,4,Male,Laboratory Technician,1,Single,4721,2,Yes,3,20,3,3,13,No
36,Travel_Rarely,Research & Development,2,Medical,3,Male,Laboratory Technician,3,Single,2519,4,No,4,16,6,3,8,No
19,Travel_Rarely,Sales,21,Other,4,Male,Sales Representative,2,Single,2121,1,Yes,3,1,3,4,0,Yes
20,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,Laboratory Technician,1,Single,2973,1,No,3,1,2,3,0,Yes
31,Travel_Rarely,Research & Development,12,Medical,4,Female,Healthcare Representative,4,Married,5855,0,Yes,3,10,2,1,7,No
40,Travel_Frequently,Research & Development,9,Medical,4,Male,Research Scientist,2,Divorced,3617,8,Yes,3,3,2,3,1,No
32,Travel_Rarely,Research & Development,3,Medical,3,Female,Manufacturing Director,1,Married,6725,1,No,3,8,2,4,7,No
36,Travel_Rarely,Sales,3,Life Sciences,3,Male,Sales Executive,4,Married,10325,1,Yes,3,16,6,3,7,Yes
33,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Healthcare Representative,4,Single,6949,0,No,3,6,3,3,0,No
37,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Executive,3,Married,10609,5,No,3,17,2,1,1,Yes
45,Non-Travel,Research & Development,4,Life Sciences,3,Male,Laboratory Technician,2,Married,4447,1,No,3,9,5,2,7,No
29,Travel_Frequently,Sales,20,Technical Degree,3,Female,Sales Representative,4,Married,2157,1,No,3,3,5,3,1,No
35,Travel_Rarely,Sales,18,Medical,3,Female,Sales Executive,3,Married,4601,1,No,3,5,3,3,2,No
52,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Manager,4,Married,17099,2,No,3,26,2,2,8,No
58,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,Research Scientist,3,Single,2479,4,No,4,7,4,3,0,Yes
53,Travel_Rarely,Sales,2,Medical,3,Male,Manager,3,Divorced,14852,6,No,3,22,3,4,13,No
30,Travel_Rarely,Sales,8,Other,3,Male,Sales Executive,3,Divorced,7264,5,No,3,10,2,4,4,No
38,Non-Travel,Sales,10,Technical Degree,3,Female,Sales Executive,4,Single,5666,1,Yes,3,6,1,3,3,No
35,Travel_Rarely,Sales,3,Life Sciences,4,Male,Sales Executive,4,Divorced,7823,6,No,3,12,2,3,9,No
39,Travel_Rarely,Sales,2,Life Sciences,1,Male,Sales Executive,3,Single,7880,0,No,3,9,3,3,7,No
40,Non-Travel,Sales,24,Life Sciences,2,Female,Sales Executive,2,Single,13194,4,Yes,3,22,2,2,0,Yes
47,Travel_Frequently,Research & Development,16,Medical,3,Male,Manufacturing Director,3,Divorced,5067,1,Yes,3,20,3,4,10,No
36,Non-Travel,Sales,8,Technical Degree,1,Male,Sales Executive,4,Divorced,5079,4,No,3,12,3,3,7,No
31,Non-Travel,Research & Development,9,Medical,3,Male,Research Scientist,1,Single,2321,0,Yes,4,4,0,3,2,Yes
33,Non-Travel,Sales,17,Life Sciences,4,Male,Manager,3,Single,17444,1,No,3,10,2,3,8,No
29,Travel_Rarely,Research & Development,10,Life Sciences,4,Female,Research Scientist,1,Single,2404,6,Yes,4,3,5,3,0,Yes
33,Travel_Rarely,Research & Development,13,Life Sciences,2,Female,Research Scientist,4,Single,3452,3,No,3,5,4,3,2,No
45,Travel_Rarely,Research & Development,1,Medical,4,Female,Laboratory Technician,4,Divorced,2270,3,No,3,8,2,3,3,No
50,Travel_Rarely,Research & Development,1,Medical,4,Male,Research Director,4,Divorced,17399,9,No,4,32,1,2,4,No
33,Travel_Frequently,Research & Development,1,Other,3,Female,Healthcare Representative,2,Married,5488,1,Yes,3,6,2,3,5,No
41,Travel_Frequently,Research & Development,9,Medical,1,Male,Research Director,3,Divorced,19419,2,No,3,21,2,4,16,No
27,Travel_Rarely,Research & Development,16,Technical Degree,3,Female,Laboratory Technician,2,Married,2811,9,No,3,4,2,3,2,No
45,Non-Travel,Research & Development,23,Life Sciences,4,Male,Laboratory Technician,1,Married,3633,1,Yes,3,9,2,3,8,No
47,Travel_Rarely,Sales,4,Life Sciences,4,Female,Sales Executive,4,Single,4163,1,Yes,3,9,0,3,0,No
30,Travel_Rarely,Research & Development,22,Life Sciences,1,Female,Research Scientist,3,Married,2132,4,Yes,3,7,2,3,2,Yes
50,Travel_Rarely,Research & Development,24,Life Sciences,4,Male,Manufacturing Director,3,Married,13973,3,Yes,3,22,2,3,11,No
38,Travel_Frequently,Research & Development,10,Medical,3,Male,Research Scientist,3,Married,2684,0,No,3,3,0,2,1,No
46,Travel_Rarely,Research & Development,7,Medical,4,Male,Manufacturing Director,3,Divorced,10845,6,No,3,13,3,3,7,No
24,Travel_Rarely,Research & Development,17,Medical,4,Female,Manufacturing Director,3,Divorced,4377,1,No,3,5,6,3,2,No
35,Travel_Rarely,Research & Development,14,Other,3,Male,Laboratory Technician,2,Divorced,3743,1,Yes,4,5,2,1,2,Yes
31,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,1,Married,4148,1,No,3,4,1,3,3,No
18,Non-Travel,Research & Development,5,Life Sciences,2,Male,Research Scientist,4,Single,1051,1,No,3,0,2,3,0,No
54,Travel_Rarely,Research & Development,17,Technical Degree,3,Female,Manufacturing Director,3,Married,10739,8,No,3,22,2,3,7,No
35,Travel_Rarely,Research & Development,25,Medical,3,Female,Healthcare Representative,3,Divorced,10388,1,Yes,3,16,3,2,10,No
30,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,Research Director,1,Married,11416,0,Yes,3,9,4,2,7,No
20,Travel_Rarely,Research & Development,11,Medical,4,Female,Research Scientist,1,Single,2600,1,Yes,3,1,2,3,0,Yes
30,Travel_Frequently,Research & Development,5,Medical,2,Female,Laboratory Technician,2,Single,2422,0,No,3,4,3,3,2,Yes
26,Travel_Rarely,Research & Development,2,Medical,4,Male,Manufacturing Director,4,Married,5472,1,No,3,8,2,3,7,No
22,Travel_Rarely,Research & Development,8,Life Sciences,2,Male,Laboratory Technician,1,Married,2451,1,No,3,4,3,2,3,No
48,Travel_Rarely,Research & Development,6,Life Sciences,1,Male,Healthcare Representative,3,Single,4240,2,No,3,19,0,3,2,No
48,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Healthcare Representative,3,Single,10999,7,No,3,27,3,3,11,No
41,Travel_Rarely,Research & Development,7,Medical,4,Female,Manufacturing Director,3,Single,5003,6,No,3,8,6,3,2,No
39,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,4,Married,12742,1,No,3,21,3,3,6,No
27,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,4,Married,4227,0,No,3,4,2,3,2,No
35,Travel_Rarely,Research & Development,10,Other,2,Male,Laboratory Technician,4,Divorced,3917,1,No,4,3,4,2,2,No
42,Travel_Rarely,Sales,5,Marketing,4,Male,Manager,3,Married,18303,6,No,3,21,3,4,0,No
50,Travel_Rarely,Research & Development,9,Life Sciences,1,Male,Laboratory Technician,4,Married,2380,4,No,3,8,5,3,0,No
59,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Manufacturing Director,4,Single,13726,3,Yes,3,30,4,3,3,No
37,Travel_Rarely,Research & Development,11,Medical,1,Female,Healthcare Representative,2,Married,4777,5,No,3,15,2,1,0,Yes
55,Travel_Frequently,Research & Development,18,Medical,3,Male,Healthcare Representative,2,Married,6385,3,Yes,3,17,3,3,7,No
41,Non-Travel,Research & Development,7,Life Sciences,2,Female,Research Director,3,Divorced,19973,1,No,4,21,3,3,16,No
38,Travel_Rarely,Sales,3,Life Sciences,2,Male,Sales Executive,4,Single,6861,8,Yes,3,19,1,3,0,No
26,Non-Travel,Sales,29,Medical,2,Male,Sales Executive,1,Single,4969,8,No,3,7,6,3,2,Yes
52,Travel_Rarely,Sales,2,Marketing,1,Female,Manager,4,Married,19845,1,No,3,33,3,3,14,Yes
44,Travel_Rarely,Sales,28,Medical,4,Female,Sales Executive,4,Married,13320,3,Yes,3,23,2,3,11,No
50,Non-Travel,Sales,1,Life Sciences,4,Female,Sales Executive,3,Married,6347,0,No,3,19,3,3,7,No
36,Travel_Rarely,Research & Development,16,Life Sciences,3,Female,Laboratory Technician,1,Single,2743,1,No,3,18,1,3,13,Yes
39,Travel_Frequently,Research & Development,22,Medical,4,Female,Manufacturing Director,1,Single,10880,1,Yes,3,21,2,3,6,No
33,Non-Travel,Sales,8,Life Sciences,2,Female,Sales Representative,4,Single,2342,0,No,3,3,2,2,2,No
45,Travel_Rarely,Sales,11,Life Sciences,4,Female,Manager,4,Married,17650,3,No,3,26,4,4,3,No
32,Non-Travel,Research & Development,29,Medical,4,Female,Laboratory Technician,3,Single,4025,9,No,3,10,2,3,7,No
34,Travel_Rarely,Sales,1,Marketing,2,Male,Sales Executive,4,Divorced,9725,0,No,3,16,2,2,1,No
59,Travel_Rarely,Sales,1,Technical Degree,2,Male,Manager,4,Married,11904,3,Yes,3,14,1,1,4,No
45,Travel_Rarely,Human Resources,24,Medical,2,Male,Human Resources,2,Single,2177,1,No,3,6,3,3,3,No
53,Travel_Frequently,Sales,2,Marketing,3,Female,Sales Executive,2,Married,7525,2,No,3,30,2,3,7,No
36,Travel_Rarely,Research & Development,15,Other,1,Male,Laboratory Technician,3,Divorced,4834,7,No,3,9,3,2,0,Yes
26,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Research Scientist,1,Married,2042,6,Yes,3,6,2,3,2,Yes
34,Travel_Rarely,Sales,10,Life Sciences,3,Female,Sales Representative,3,Married,2220,1,Yes,3,1,2,3,1,No
28,Travel_Rarely,Sales,10,Medical,4,Male,Sales Representative,2,Married,1052,1,No,4,1,5,3,0,No
38,Travel_Frequently,Research & Development,3,Other,3,Male,Research Scientist,3,Married,2821,3,No,3,8,2,3,2,No
50,Travel_Rarely,Research & Development,2,Medical,2,Male,Research Director,3,Married,19237,2,Yes,3,29,2,2,1,No
37,Travel_Rarely,Research & Development,3,Other,4,Female,Healthcare Representative,2,Single,4107,3,No,3,8,3,2,3,No
40,Travel_Rarely,Sales,26,Marketing,3,Male,Sales Executive,1,Married,8396,1,No,3,8,3,2,7,No
26,Travel_Frequently,Research & Development,1,Medical,1,Female,Research Scientist,3,Divorced,2007,1,No,3,5,5,3,3,No
46,Travel_Rarely,Research & Development,1,Medical,4,Male,Research Director,4,Divorced,19627,9,No,3,23,0,3,2,No
54,Travel_Rarely,Sales,2,Life Sciences,3,Female,Sales Executive,3,Married,10686,6,No,3,13,4,3,4,No
56,Travel_Frequently,Research & Development,9,Medical,1,Female,Research Scientist,3,Married,2942,2,No,3,18,4,3,4,No
36,Travel_Rarely,Research & Development,12,Medical,4,Female,Manufacturing Director,4,Single,8858,0,No,3,15,2,2,8,No
55,Non-Travel,Research & Development,2,Medical,3,Male,Manager,1,Single,16756,7,No,3,31,3,4,7,No
43,Travel_Rarely,Sales,25,Medical,3,Male,Sales Executive,4,Divorced,10798,5,No,3,18,5,3,0,No
20,Travel_Frequently,Sales,9,Marketing,4,Female,Sales Representative,4,Single,2323,1,Yes,3,2,3,3,2,Yes
21,Travel_Rarely,Research & Development,10,Life Sciences,3,Female,Laboratory Technician,1,Single,1416,1,No,3,1,6,2,0,Yes
46,Travel_Rarely,Research & Development,8,Life Sciences,4,Female,Research Scientist,1,Divorced,4615,8,Yes,4,19,2,3,13,No
51,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,Research Scientist,3,Married,2461,9,Yes,3,18,2,4,0,Yes
28,Non-Travel,Research & Development,24,Technical Degree,2,Male,Healthcare Representative,1,Single,8722,1,No,3,10,2,2,7,Yes
26,Travel_Rarely,Research & Development,1,Medical,1,Male,Laboratory Technician,1,Married,3955,1,No,3,6,2,3,3,No
30,Travel_Rarely,Research & Development,20,Other,3,Male,Manufacturing Director,1,Married,9957,0,No,3,7,1,2,2,No
41,Travel_Rarely,Research & Development,7,Technical Degree,2,Female,Research Scientist,3,Married,3376,1,No,3,10,3,3,6,No
38,Travel_Rarely,Research & Development,17,Life Sciences,3,Female,Healthcare Representative,3,Married,8823,0,No,3,20,4,2,9,No
40,Travel_Rarely,Research & Development,20,Technical Degree,1,Male,Healthcare Representative,4,Married,10322,4,No,4,14,6,3,10,No
27,Non-Travel,Research & Development,8,Life Sciences,1,Male,Laboratory Technician,3,Married,4621,1,No,3,3,4,3,2,No
55,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,2,Married,10976,3,No,3,23,4,3,2,No
28,Travel_Rarely,Research & Development,10,Other,3,Female,Research Scientist,3,Single,3660,3,No,3,10,4,4,7,No
44,Travel_Rarely,Human Resources,1,Medical,2,Male,Human Resources,1,Married,10482,9,No,3,24,1,3,6,Yes
33,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,Healthcare Representative,4,Divorced,7119,4,No,3,9,2,3,2,No
35,Travel_Rarely,Sales,4,Technical Degree,4,Male,Sales Executive,1,Single,9582,0,Yes,4,9,2,3,7,Yes
33,Travel_Frequently,Research & Development,29,Medical,1,Female,Research Scientist,3,Single,4508,1,No,4,14,4,3,7,Yes
28,Travel_Rarely,Research & Development,15,Life Sciences,1,Male,Laboratory Technician,3,Divorced,2207,1,No,3,4,5,2,2,No
34,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,Healthcare Representative,4,Single,7756,0,No,3,7,1,2,2,No
37,Travel_Rarely,Sales,10,Life Sciences,4,Female,Sales Executive,4,Divorced,6694,2,Yes,3,8,5,3,0,No
25,Travel_Rarely,Research & Development,4,Technical Degree,4,Male,Laboratory Technician,4,Married,3691,1,Yes,3,7,3,4,7,Yes
26,Travel_Rarely,Research & Development,21,Medical,1,Male,Laboratory Technician,3,Divorced,2377,1,No,4,1,0,2,1,Yes
33,Travel_Rarely,Research & Development,25,Medical,1,Male,Research Scientist,2,Single,2313,4,Yes,4,5,0,3,2,Yes
42,Travel_Rarely,Research & Development,2,Medical,4,Male,Manager,1,Married,17665,0,No,3,23,3,3,6,No
28,Travel_Frequently,Research & Development,1,Medical,1,Male,Laboratory Technician,2,Divorced,2596,1,No,3,1,2,3,0,Yes
50,Travel_Frequently,Sales,1,Other,4,Male,Sales Executive,3,Single,4728,3,Yes,3,5,4,3,0,Yes
33,Travel_Frequently,Sales,7,Life Sciences,4,Female,Sales Executive,2,Married,4302,0,No,3,4,3,3,2,No
34,Non-Travel,Research & Development,3,Life Sciences,3,Male,Research Scientist,4,Married,2979,3,No,3,6,2,3,0,No
48,Non-Travel,Research & Development,1,Medical,1,Male,Manager,4,Single,16885,2,No,4,27,3,2,4,No
45,Non-Travel,Sales,9,Life Sciences,2,Female,Sales Executive,3,Married,5593,1,No,3,15,2,3,10,No
52,Travel_Rarely,Research & Development,7,Life Sciences,2,Male,Healthcare Representative,2,Single,10445,7,No,3,18,4,3,6,No
38,Travel_Rarely,Sales,10,Marketing,3,Male,Sales Executive,3,Divorced,8740,0,Yes,3,9,2,3,7,No
29,Travel_Rarely,Research & Development,28,Life Sciences,3,Female,Research Scientist,4,Divorced,2514,4,No,4,11,1,3,5,No
28,Travel_Rarely,Research & Development,3,Medical,4,Female,Manufacturing Director,2,Divorced,7655,0,No,3,10,3,2,7,No
46,Travel_Rarely,Sales,3,Marketing,1,Male,Manager,3,Married,17465,3,No,3,23,3,3,9,No
38,Travel_Rarely,Sales,2,Marketing,4,Male,Sales Executive,2,Single,7351,7,No,3,10,2,3,0,No
43,Travel_Frequently,Research & Development,27,Life Sciences,3,Female,Manufacturing Director,1,Married,10820,8,No,3,18,1,3,7,No
39,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Healthcare Representative,4,Divorced,12169,7,No,3,21,4,3,7,Yes
40,Travel_Rarely,Research & Development,14,Medical,3,Male,Research Director,3,Single,19626,1,No,3,21,2,4,7,No
21,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,Research Scientist,2,Single,2070,1,Yes,3,2,6,4,2,No
39,Non-Travel,Research & Development,9,Life Sciences,3,Male,Laboratory Technician,2,Single,6782,9,No,3,9,2,2,4,No
36,Non-Travel,Research & Development,18,Life Sciences,1,Male,Manufacturing Director,4,Single,7779,2,No,4,18,0,3,9,No
31,Travel_Frequently,Sales,20,Life Sciences,3,Male,Sales Representative,4,Married,2791,0,No,3,3,4,3,2,No
28,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,2,Married,3201,0,No,3,6,2,1,3,No
35,Travel_Frequently,Sales,11,Marketing,4,Male,Sales Executive,4,Divorced,4968,1,No,3,5,3,3,2,No
49,Travel_Rarely,Sales,8,Technical Degree,4,Male,Sales Executive,2,Married,13120,6,No,3,22,3,3,8,No
34,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,3,Single,4033,2,No,3,5,3,2,2,No
29,Travel_Frequently,Research & Development,10,Life Sciences,4,Female,Research Scientist,2,Divorced,3291,0,No,3,8,2,2,5,No
42,Travel_Rarely,Research & Development,29,Medical,2,Male,Laboratory Technician,4,Single,4272,4,No,3,16,3,3,0,No
29,Travel_Rarely,Research & Development,8,Medical,2,Male,Manufacturing Director,4,Married,5056,1,Yes,3,10,2,2,7,No
38,Travel_Rarely,Human Resources,1,Human Resources,3,Male,Human Resources,3,Married,2844,1,No,3,7,2,4,6,No
28,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,Research Scientist,3,Divorced,2703,1,Yes,3,3,2,3,1,No
18,Non-Travel,Research & Development,8,Medical,3,Male,Laboratory Technician,3,Single,1904,1,No,3,0,0,3,0,Yes
33,Travel_Rarely,Sales,9,Marketing,1,Female,Sales Executive,1,Single,8224,0,Yes,3,6,3,3,2,Yes
41,Travel_Rarely,Research & Development,12,Life Sciences,2,Male,Laboratory Technician,4,Married,4766,3,Yes,3,6,4,3,0,No
31,Travel_Frequently,Research & Development,15,Medical,3,Male,Laboratory Technician,3,Married,2610,1,No,3,2,5,2,2,Yes
37,Travel_Rarely,Research & Development,25,Medical,3,Female,Healthcare Representative,4,Divorced,5731,7,No,3,9,2,3,2,No
27,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,Research Scientist,3,Married,2539,1,No,3,4,0,3,2,No
34,Travel_Rarely,Sales,9,Life Sciences,2,Female,Sales Executive,3,Married,5714,1,No,4,6,3,2,5,No
35,Travel_Rarely,Human Resources,8,Technical Degree,3,Male,Human Resources,3,Single,4323,1,No,3,6,2,1,4,No
29,Travel_Rarely,Sales,23,Life Sciences,4,Female,Sales Executive,1,Married,7336,1,No,3,11,3,1,8,Yes
40,Travel_Frequently,Research & Development,9,Medical,2,Female,Research Director,3,Single,13499,9,No,3,20,3,2,7,No
42,Travel_Frequently,Sales,12,Life Sciences,3,Male,Sales Executive,1,Single,13758,0,Yes,3,22,2,2,9,Yes
42,Travel_Rarely,Sales,4,Marketing,2,Male,Sales Executive,1,Single,5155,7,No,3,9,3,4,4,No
35,Travel_Rarely,Research & Development,1,Medical,4,Male,Laboratory Technician,3,Married,2258,6,No,3,10,2,3,0,No
24,Travel_Rarely,Research & Development,24,Medical,4,Male,Laboratory Technician,2,Single,3597,8,No,4,6,2,3,3,No
28,Travel_Rarely,Research & Development,12,Life Sciences,3,Female,Laboratory Technician,4,Married,2515,1,Yes,3,1,4,2,1,Yes
26,Travel_Rarely,Research & Development,3,Medical,1,Male,Laboratory Technician,4,Married,4420,1,No,4,8,2,3,7,No
30,Travel_Rarely,Sales,10,Marketing,3,Male,Sales Executive,3,Married,6578,1,No,3,10,3,3,3,No
40,Travel_Frequently,Research & Development,26,Medical,3,Female,Research Scientist,4,Married,4422,3,Yes,3,16,3,1,1,No
35,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Manufacturing Director,2,Divorced,10274,2,No,3,15,2,4,7,No
34,Travel_Frequently,Research & Development,1,Medical,4,Male,Healthcare Representative,1,Single,5343,0,No,4,14,3,3,9,No
35,Travel_Frequently,Research & Development,4,Other,4,Male,Laboratory Technician,4,Married,2376,1,No,3,2,2,4,2,No
43,Travel_Rarely,Sales,9,Marketing,1,Female,Sales Executive,3,Single,5346,8,No,3,7,2,2,3,Yes
32,Non-Travel,Sales,2,Life Sciences,3,Female,Sales Representative,1,Divorced,2827,1,No,3,1,3,3,0,No
56,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,Manager,1,Divorced,19943,4,No,3,28,2,3,2,No
29,Travel_Rarely,Research & Development,6,Medical,2,Female,Laboratory Technician,4,Married,3131,1,No,3,10,5,3,8,No
19,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Research Scientist,1,Single,2552,1,No,4,1,4,3,1,No
45,Travel_Rarely,Research & Development,7,Medical,1,Female,Research Scientist,3,Married,4477,4,Yes,3,7,2,2,2,No
37,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,4,Married,6474,1,No,3,14,2,2,8,No
20,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,Laboratory Technician,3,Single,3033,1,No,3,2,2,2,2,No
44,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,Research Scientist,3,Single,2936,1,Yes,3,6,4,3,4,Yes
53,Travel_Rarely,Research & Development,7,Medical,4,Female,Manager,3,Divorced,18606,3,No,3,26,6,3,7,No
29,Travel_Rarely,Research & Development,15,Life Sciences,2,Female,Research Scientist,4,Married,2168,0,Yes,3,6,2,2,4,No
22,Travel_Frequently,Research & Development,3,Life Sciences,3,Male,Research Scientist,4,Married,2853,0,Yes,3,1,5,3,0,Yes
46,Travel_Rarely,Sales,2,Marketing,3,Female,Manager,1,Married,17048,8,No,4,28,2,3,15,No
44,Non-Travel,Research & Development,17,Life Sciences,4,Male,Research Scientist,3,Single,2290,2,No,3,6,3,3,0,No
33,Travel_Rarely,Human Resources,2,Human Resources,2,Male,Human Resources,3,Married,3600,1,No,3,5,2,3,4,No
41,Non-Travel,Research & Development,5,Life Sciences,1,Male,Research Scientist,1,Divorced,2107,6,No,3,5,2,1,0,Yes
30,Travel_Rarely,Sales,29,Life Sciences,3,Male,Sales Executive,1,Divorced,4115,8,No,3,8,3,3,3,No
40,Travel_Frequently,Sales,2,Medical,2,Male,Sales Executive,2,Married,4327,5,No,3,5,2,3,0,No
50,Travel_Frequently,Research & Development,2,Medical,4,Female,Manager,1,Married,17856,2,No,4,32,3,3,2,No
28,Travel_Rarely,Research & Development,19,Medical,4,Male,Laboratory Technician,1,Married,3196,1,No,3,6,2,3,5,No
46,Travel_Rarely,Research & Development,15,Life Sciences,4,Male,Research Director,2,Married,19081,5,No,3,25,2,3,2,No
35,Travel_Rarely,Sales,17,Life Sciences,3,Male,Sales Executive,1,Married,8966,3,Yes,3,15,2,3,7,No
24,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,Laboratory Technician,2,Married,2210,1,No,3,1,3,1,0,Yes
33,Travel_Frequently,Sales,25,Medical,2,Female,Sales Executive,3,Married,4539,1,No,3,10,3,2,7,No
36,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,Laboratory Technician,3,Divorced,2741,1,No,3,7,4,3,7,No
30,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Laboratory Technician,3,Divorced,3491,1,No,3,10,4,2,7,No
44,Travel_Rarely,Research & Development,29,Other,4,Male,Research Scientist,4,Single,4541,1,No,4,20,3,3,11,No
20,Travel_Rarely,Sales,21,Marketing,3,Male,Sales Representative,4,Single,2678,1,No,3,2,2,3,1,No
46,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,Manufacturing Director,4,Divorced,7379,2,No,3,12,3,2,3,No
42,Non-Travel,Human Resources,2,Medical,4,Male,Human Resources,1,Married,6272,7,No,3,10,3,4,3,No
60,Travel_Rarely,Sales,7,Marketing,2,Male,Sales Executive,4,Divorced,5220,0,Yes,3,12,3,3,7,No
32,Travel_Frequently,Research & Development,13,Other,3,Female,Laboratory Technician,2,Married,2743,1,No,4,2,2,3,2,No
32,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,Research Scientist,3,Single,4998,4,Yes,3,10,2,3,7,No
36,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,Manufacturing Director,1,Divorced,10252,2,Yes,4,17,2,3,7,No
33,Travel_Rarely,Research & Development,9,Medical,1,Male,Research Scientist,4,Married,2781,0,No,3,15,5,3,10,No
40,Travel_Rarely,Sales,10,Technical Degree,2,Female,Sales Executive,2,Divorced,6852,7,No,3,7,2,4,1,No
25,Travel_Rarely,Sales,10,Life Sciences,3,Male,Sales Executive,4,Single,4950,0,No,3,5,4,3,3,No
30,Travel_Rarely,Research & Development,1,Medical,4,Male,Research Scientist,2,Married,3579,0,Yes,4,12,2,3,9,No
42,Travel_Frequently,Research & Development,26,Medical,1,Female,Research Director,1,Married,13191,3,Yes,3,20,6,3,0,No
35,Non-Travel,Sales,8,Marketing,3,Female,Sales Executive,4,Married,10377,4,Yes,3,16,6,2,2,No
27,Travel_Rarely,Research & Development,14,Life Sciences,1,Male,Research Scientist,1,Married,2235,1,Yes,3,9,3,2,7,No
54,Travel_Frequently,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,3,Divorced,10502,7,No,3,33,2,1,4,No
44,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Research Scientist,4,Married,2011,1,No,3,10,5,3,5,No
19,Non-Travel,Research & Development,10,Medical,1,Female,Research Scientist,2,Single,1859,1,Yes,4,1,2,4,1,Yes
29,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,4,Divorced,3760,1,No,3,3,5,3,2,No
54,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,Research Director,4,Married,17779,3,No,3,36,2,3,9,No
31,Travel_Rarely,Research & Development,11,Medical,3,Male,Healthcare Representative,1,Married,6833,1,Yes,3,6,2,2,5,No
31,Travel_Rarely,Research & Development,24,Medical,3,Female,Healthcare Representative,1,Single,6812,1,No,3,10,2,3,9,No
